Term,Lang,Type,kyotoDomainRelevance,kyotoDomainRelevance.raw,termFrequency,hyponymCount,localDocFrequency
nonagencymbsissuer,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeye,,SingleWord,1.2499348999020832,2.0,2,0,2
lump sum payment,,MultiWord,1.2499348999020832,2.0,2,0,2
retraction,,SingleWord,1.2499348999020832,2.0,2,0,2
preferredvotingredeemableexchangeableextendableparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-itgi itg,,MultiWord,1.2499348999020832,2.0,2,0,2
lineitem description,,MultiWord,1.2499348999020832,2.0,1,1,1
isredeemableatshareholderoption,,SingleWord,1.2499348999020832,2.0,2,0,2
part of eastern asium in the u,,MultiWord,1.2499348999020832,2.0,1,1,1
wall street yield,,MultiWord,1.2499348999020832,2.0,2,0,2
preferredenhancedvotingextendablenormalincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
same date in the same currency,,MultiWord,1.2499348999020832,2.0,1,1,1
doing business under the law,,MultiWord,1.2499348999020832,2.0,1,1,1
zipcode,,SingleWord,1.2499348999020832,2.0,2,0,2
preferredrestrictedvotingexchangeableadjustableincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
registered interest,,MultiWord,1.2499348999020832,2.0,2,0,2
surety,,SingleWord,1.2499348999020832,2.0,3,0,2
definition of ratio with a synonym,,MultiWord,1.2499348999020832,2.0,1,1,1
voting power,,MultiWord,1.2499348999020832,2.0,1,1,1
datedstructuredcollection,,SingleWord,1.2499348999020832,2.0,2,0,2
protectionsellerpayment,,SingleWord,1.2499348999020832,2.0,2,0,2
collateralvaluation,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-sxsi,,SingleWord,1.2499348999020832,2.0,2,0,2
new hasmonetaryamount property as a superproperty,,MultiWord,1.2499348999020832,2.0,1,1,1
organization within the country or jurisdiction of incorporation,,MultiWord,1.2499348999020832,2.0,1,1,1
exchange-dowm dowgate,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xfci,,SingleWord,1.2499348999020832,2.0,2,0,2
greater volume,,MultiWord,1.2499348999020832,2.0,1,1,1
conversionsuspensionaction suspensiion,,MultiWord,1.2499348999020832,2.0,1,1,1
security threat,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xfex,,SingleWord,1.2499348999020832,2.0,2,0,2
isownedandcontrolledby,,SingleWord,1.2499348999020832,2.0,2,0,2
payment detail,,MultiWord,1.2499348999020832,2.0,1,1,1
use of actualexpression as an annotation,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-ollc,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bfex,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xfda,,SingleWord,1.2499348999020832,2.0,2,0,2
particular notion,,MultiWord,1.2499348999020832,2.0,2,0,2
synthetic cdo as some kind,,MultiWord,1.2499348999020832,2.0,1,1,1
productlifecyclestageoccurrence,,SingleWord,1.2499348999020832,2.0,2,0,2
loading,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mfgl,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-frte,,SingleWord,1.2499348999020832,2.0,2,0,2
different rule,,MultiWord,1.2499348999020832,2.0,2,0,2
form shares,,MultiWord,1.2499348999020832,2.0,1,1,1
incremental increase,,MultiWord,1.2499348999020832,2.0,1,1,1
safex,,SingleWord,1.2499348999020832,2.0,2,0,2
undertakingevent,,SingleWord,1.2499348999020832,2.0,2,0,2
scale's measure value,,MultiWord,1.2499348999020832,2.0,2,0,2
contractual relationship between a buyer,,MultiWord,1.2499348999020832,2.0,1,1,1
askcfpb,,SingleWord,1.2499348999020832,2.0,2,0,2
small percentage change,,MultiWord,1.2499348999020832,2.0,1,1,1
sprng,,SingleWord,1.2499348999020832,2.0,2,0,2
final transfer of security,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xeid,,SingleWord,1.2499348999020832,2.0,2,0,2
expanded version,,MultiWord,1.2499348999020832,2.0,1,1,1
specific amount of a commodity at a specific price,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-beis,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xehq,,SingleWord,1.2499348999020832,2.0,2,0,2
triggeredby,,SingleWord,1.2499348999020832,2.0,1,1,1
preference over common shares in the payment,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-melo,,SingleWord,1.2499348999020832,2.0,2,0,2
hasmilestonedescription,,SingleWord,1.2499348999020832,2.0,2,0,2
purchase of a quantity of a debt security,,MultiWord,1.2499348999020832,2.0,1,1,1
exchange-mfxr fx,,MultiWord,1.2499348999020832,2.0,2,0,2
preferredenhancedvotingextendableadjustableincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
omission,,SingleWord,1.2499348999020832,2.0,2,0,2
hasdurationofunemployment,,SingleWord,1.2499348999020832,2.0,2,0,2
haslender,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-belf,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-belb,,SingleWord,1.2499348999020832,2.0,2,0,2
datum gathering,,MultiWord,1.2499348999020832,2.0,1,1,1
aircraft,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xems,,SingleWord,1.2499348999020832,2.0,2,0,2
corporate status,,MultiWord,1.2499348999020832,2.0,2,0,2
guamentity,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-dktc,,SingleWord,1.2499348999020832,2.0,2,0,2
lenderright,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xemd,,SingleWord,1.2499348999020832,2.0,2,0,2
deadline,,SingleWord,1.2499348999020832,2.0,2,0,2
legal document,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-memx,,SingleWord,1.2499348999020832,2.0,2,0,2
uncommittedsubfacility,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xelx,,SingleWord,1.2499348999020832,2.0,2,0,2
hasfamilyname,,SingleWord,1.2499348999020832,2.0,2,0,2
systemofunits http,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-memd,,SingleWord,1.2499348999020832,2.0,2,0,2
present date,,MultiWord,1.2499348999020832,2.0,2,0,2
own part,,MultiWord,1.2499348999020832,2.0,2,0,2
certain form,,MultiWord,1.2499348999020832,2.0,1,1,1
coca-cola company,,MultiWord,1.2499348999020832,2.0,2,0,2
starting value,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xere,,SingleWord,1.2499348999020832,2.0,2,0,2
general kind,,MultiWord,1.2499348999020832,2.0,1,1,1
governmentappointee,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeqt,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-merd,,SingleWord,1.2499348999020832,2.0,2,0,2
time dimension,,MultiWord,1.2499348999020832,2.0,1,1,1
hasfirstnoticedate,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeqy,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-merf,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-merk,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-berc,,SingleWord,1.2499348999020832,2.0,2,0,2
+bib,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-bera,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-berb,,SingleWord,1.2499348999020832,2.0,2,0,2
xpri,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-metz,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeta,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xetb,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xetf,,SingleWord,1.2499348999020832,2.0,2,0,2
control mechanism,,MultiWord,1.2499348999020832,2.0,1,1,1
jurisdictionofcuba jurisdiction of the judiciary of the republic,,MultiWord,1.2499348999020832,2.0,1,1,1
constitutional framework,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-beut,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-beup,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-beuo,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-fras,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-xsef swapex,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xesm,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-frau,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-frav,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-fraw,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdiction for use in other fibo ontology,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-betx,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-fraa,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-frab,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-betp,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mesq,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xert,,SingleWord,1.2499348999020832,2.0,2,0,2
hasclosedate,,SingleWord,1.2499348999020832,2.0,2,0,2
effective starting date,,MultiWord,1.2499348999020832,2.0,1,1,1
remote island,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xeup,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeur,,SingleWord,1.2499348999020832,2.0,2,0,2
issueprice,,SingleWord,1.2499348999020832,2.0,2,0,2
preferrednonvotingextendablefixedincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeui,,SingleWord,1.2499348999020832,2.0,2,0,2
callpremium,,SingleWord,1.2499348999020832,2.0,2,0,2
settlement of money in payment for something,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xeum,,SingleWord,1.2499348999020832,2.0,2,0,2
avenue j,,MultiWord,1.2499348999020832,2.0,2,0,2
southdakotabusinessinformationregistry,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeuc,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeue,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xetw,,SingleWord,1.2499348999020832,2.0,2,0,2
dispersionswapindexconstituentsleg,,SingleWord,1.2499348999020832,2.0,2,0,2
syntheticcdoportfolioconstituent,,SingleWord,1.2499348999020832,2.0,2,0,2
livestock,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xetr,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xets,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xetu,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xetv,,SingleWord,1.2499348999020832,2.0,2,0,2
taxwithholdingliability obligation in respect of liability,,MultiWord,1.2499348999020832,2.0,1,1,1
payment from the issuer in proportion,,MultiWord,1.2499348999020832,2.0,2,0,2
international system of quantity,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-frex,,SingleWord,1.2499348999020832,2.0,2,0,2
fixed payment in return,,MultiWord,1.2499348999020832,2.0,1,1,1
secdomain copyright,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-frei,,SingleWord,1.2499348999020832,2.0,2,0,2
mandatory participation,,MultiWord,1.2499348999020832,2.0,1,1,1
limit alteration,,MultiWord,1.2499348999020832,2.0,2,0,2
stability of the financial system within the eu,,MultiWord,1.2499348999020832,2.0,1,1,1
moex,,SingleWord,1.2499348999020832,2.0,2,0,2
interbank market,,MultiWord,1.2499348999020832,2.0,2,0,2
unique market model,,MultiWord,1.2499348999020832,2.0,2,0,2
putpremium,,SingleWord,1.2499348999020832,2.0,2,0,2
duke,,SingleWord,1.2499348999020832,2.0,1,1,1
theocracy,,SingleWord,1.2499348999020832,2.0,1,1,1
private household,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-swlv,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-swlt,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-dked,,SingleWord,1.2499348999020832,2.0,2,0,2
fund sponsor,,MultiWord,1.2499348999020832,2.0,2,0,2
higher-level concept,,MultiWord,1.2499348999020832,2.0,1,1,1
business condition,,MultiWord,1.2499348999020832,2.0,1,1,1
isunderwrittenby,,SingleWord,1.2499348999020832,2.0,2,0,2
ratingparty,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionofturkmenistan,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-zkbx,,SingleWord,1.2499348999020832,2.0,2,0,2
securityofferingdistributiontype,,SingleWord,1.2499348999020832,2.0,2,0,2
redundant subclass declaration,,MultiWord,1.2499348999020832,2.0,1,1,1
exchange-brde brd,,MultiWord,1.2499348999020832,2.0,2,0,2
jurisdictionoftherepublicofcyprus jurisdiction,,MultiWord,1.2499348999020832,2.0,2,0,2
observation period,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-dkfi,,SingleWord,1.2499348999020832,2.0,2,0,2
national court,,MultiWord,1.2499348999020832,2.0,1,1,1
commitmenttoreport,,SingleWord,1.2499348999020832,2.0,2,0,2
legal possession of asset,,MultiWord,1.2499348999020832,2.0,1,1,1
treasurybond,,SingleWord,1.2499348999020832,2.0,2,0,2
preferredrestrictedvotingexchangeableparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
inter-bank lending rate,,MultiWord,1.2499348999020832,2.0,2,0,2
overall payment status,,MultiWord,1.2499348999020832,2.0,1,1,1
dune,,SingleWord,1.2499348999020832,2.0,1,1,1
creditworthy,,SingleWord,1.2499348999020832,2.0,2,0,2
occurrence ontology,,MultiWord,1.2499348999020832,2.0,2,0,2
authentication,,SingleWord,1.2499348999020832,2.0,2,0,2
third type,,MultiWord,1.2499348999020832,2.0,1,1,1
exchange-bsab banco,,MultiWord,1.2499348999020832,2.0,2,0,2
hasregisteredaddress,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bebg,,SingleWord,1.2499348999020832,2.0,2,0,2
value date,,MultiWord,1.2499348999020832,2.0,1,1,1
expressing amount,,MultiWord,1.2499348999020832,2.0,2,1,1
debtpoolanalyticalparameter,,SingleWord,1.2499348999020832,2.0,2,0,2
fund rate,,MultiWord,1.2499348999020832,2.0,1,1,1
state record,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-beam,,SingleWord,1.2499348999020832,2.0,2,0,2
outside auditor,,MultiWord,1.2499348999020832,2.0,2,0,2
exchange-natx natixi,,MultiWord,1.2499348999020832,2.0,2,0,2
hasspreadrange,,SingleWord,1.2499348999020832,2.0,2,0,2
preferredrestrictedvotingextendableparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
observaton,,SingleWord,1.2499348999020832,2.0,1,1,1
mic-xecs,,SingleWord,1.2499348999020832,2.0,2,0,2
agencyjumpztranche,,SingleWord,1.2499348999020832,2.0,2,0,2
defining direction at this level,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xecm,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xecb,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xecc,,SingleWord,1.2499348999020832,2.0,2,0,2
reversal,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange of holding for other security,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xebi,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeer,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeeo,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xeee,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-beex,,SingleWord,1.2499348999020832,2.0,2,0,2
isassessmentof,,SingleWord,1.2499348999020832,2.0,2,0,2
general ontology,,MultiWord,1.2499348999020832,2.0,1,1,1
definedinrelationto,,SingleWord,1.2499348999020832,2.0,2,0,2
hasurbanization,,SingleWord,1.2499348999020832,2.0,2,0,2
bondfuture,,SingleWord,1.2499348999020832,2.0,2,0,2
timeinterval http,,MultiWord,1.2499348999020832,2.0,2,0,2
förvaltningsdomstolar,,SingleWord,1.2499348999020832,2.0,1,1,1
mic-xeda,,SingleWord,1.2499348999020832,2.0,2,0,2
high degree of confidence,,MultiWord,1.2499348999020832,2.0,1,1,1
decimalplace,,SingleWord,1.2499348999020832,2.0,2,0,2
hasregistrationdate,,SingleWord,1.2499348999020832,2.0,2,0,2
isexemplifiedby,,SingleWord,1.2499348999020832,2.0,2,0,2
specific typ,,MultiWord,1.2499348999020832,2.0,1,1,1
hasextendableredemptiondate,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdha,,SingleWord,1.2499348999020832,2.0,2,0,2
amount of discount or the difference,,MultiWord,1.2499348999020832,2.0,1,1,1
promissory note,,MultiWord,1.2499348999020832,2.0,1,1,1
instrument in term of the set,,MultiWord,1.2499348999020832,2.0,1,1,1
bloombergfinancelp,,SingleWord,1.2499348999020832,2.0,2,0,2
credit event upon merger or an additional termination event,,MultiWord,1.2499348999020832,2.0,2,0,2
preferrednonvotingredeemableexchangeableextendablenormalincomeregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
underwriting system,,MultiWord,1.2499348999020832,2.0,1,1,1
vennootschap,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdfm,,SingleWord,1.2499348999020832,2.0,2,0,2
commonnonvotingrestrictednilpaidregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
teerminological reason,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xdfb,,SingleWord,1.2499348999020832,2.0,2,0,2
fixed-line telephone subscriber station,,MultiWord,1.2499348999020832,2.0,2,0,2
currencyidentifier code for the representation of currency,,MultiWord,1.2499348999020832,2.0,1,1,1
seniormbstranche,,SingleWord,1.2499348999020832,2.0,2,0,2
protection of the state against the risk,,MultiWord,1.2499348999020832,2.0,1,1,1
currency at the time of the quote,,MultiWord,1.2499348999020832,2.0,1,1,1
institutional investor,,MultiWord,1.2499348999020832,2.0,2,0,2
type of bond or note,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-n,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-s,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-r,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-g,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-a,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-c,,SingleWord,1.2499348999020832,2.0,2,0,2
income vs,,MultiWord,1.2499348999020832,2.0,1,1,1
foreignbranchownership ownership,,MultiWord,1.2499348999020832,2.0,1,1,1
highest valuation over the period,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xdnb,,SingleWord,1.2499348999020832,2.0,2,0,2
finalizeprospectus,,SingleWord,1.2499348999020832,2.0,2,0,2
having area at the side or center,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xdmi,,SingleWord,1.2499348999020832,2.0,2,0,2
financialinstrumentsmodule copyright,,MultiWord,1.2499348999020832,2.0,2,0,2
making payment for a given leg,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-swap,,SingleWord,1.2499348999020832,2.0,2,0,2
other occupation,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xdlp,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdpa,,SingleWord,1.2499348999020832,2.0,2,0,2
economic integration with the core,,MultiWord,1.2499348999020832,2.0,2,0,2
primary,,SingleWord,1.2499348999020832,2.0,2,0,2
securitiesissuanceprocess,,SingleWord,1.2499348999020832,2.0,2,0,2
day bank,,MultiWord,1.2499348999020832,2.0,2,0,2
weightedbasketconstituent,,SingleWord,1.2499348999020832,2.0,2,0,2
net asset value publication,,MultiWord,1.2499348999020832,2.0,2,0,2
eastern half of the island,,MultiWord,1.2499348999020832,2.0,1,1,1
equityclaim,,SingleWord,1.2499348999020832,2.0,2,0,2
sea of okhotsk in the north,,MultiWord,1.2499348999020832,2.0,1,1,1
specific loan,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-swbi,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdrf,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mdrv,,SingleWord,1.2499348999020832,2.0,2,0,2
accountholder note,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xdrk,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-ubsp ub,,MultiWord,1.2499348999020832,2.0,2,0,2
primarysecurityofferingdistribution,,SingleWord,1.2499348999020832,2.0,2,0,2
hasapplicationphase,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bdsk,,SingleWord,1.2499348999020832,2.0,2,0,2
interest-rate,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-swee,,SingleWord,1.2499348999020832,2.0,2,0,2
haspublisher,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-baml bank,,MultiWord,1.2499348999020832,2.0,2,0,2
last resort,,MultiWord,1.2499348999020832,2.0,2,0,2
supervision by the insurance commissioner or a similar official,,MultiWord,1.2499348999020832,2.0,1,1,1
northwestterritoriesjurisdiction,,SingleWord,1.2499348999020832,2.0,2,0,2
duplicate registration of the same entity,,MultiWord,1.2499348999020832,2.0,1,1,1
jpmorganchasebanknationalassociation,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdsx,,SingleWord,1.2499348999020832,2.0,2,0,2
visanetwork,,SingleWord,1.2499348999020832,2.0,2,0,2
icex,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdsm,,SingleWord,1.2499348999020832,2.0,2,0,2
loan prepayment,,MultiWord,1.2499348999020832,2.0,1,1,1
icel,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdse,,SingleWord,1.2499348999020832,2.0,2,0,2
national bank under the authority of the comptroller,,MultiWord,1.2499348999020832,2.0,1,1,1
definition of date and schedule concept from the financialdate ontology,,MultiWord,1.2499348999020832,2.0,2,0,2
legal person within the structure,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-xdus,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xdub,,SingleWord,1.2499348999020832,2.0,2,0,2
meanpricedetermination,,SingleWord,1.2499348999020832,2.0,2,0,2
such calculation,,MultiWord,1.2499348999020832,2.0,1,1,1
aggregate value,,MultiWord,1.2499348999020832,2.0,1,1,1
exposure example,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-dnfi,,SingleWord,1.2499348999020832,2.0,2,0,2
creditreportcategory,,SingleWord,1.2499348999020832,2.0,2,0,2
several exchange or trading facility,,MultiWord,1.2499348999020832,2.0,2,0,2
surinameseentity,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-onec,,SingleWord,1.2499348999020832,2.0,2,0,2
disjunction,,SingleWord,1.2499348999020832,2.0,1,1,1
electricitycommodity,,SingleWord,1.2499348999020832,2.0,2,0,2
underwritertakedown infomation,,MultiWord,1.2499348999020832,2.0,1,1,1
haspartyinrole,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mhbe,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mhbd,,SingleWord,1.2499348999020832,2.0,2,0,2
hasestimatedvalue,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionoftherepublicofkazakhstan,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xham,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xhan,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-mhbl,,SingleWord,1.2499348999020832,2.0,2,0,2
entire dateperiod,,MultiWord,1.2499348999020832,2.0,1,1,1
timeweightedrateofreturnperformancedeterminationmethod,,SingleWord,1.2499348999020832,2.0,2,0,2
maturedtrade,,SingleWord,1.2499348999020832,2.0,2,0,2
hasrepaymentterm,,SingleWord,1.2499348999020832,2.0,2,0,2
hasdateofassessment,,SingleWord,1.2499348999020832,2.0,2,0,2
religiousobjective,,SingleWord,1.2499348999020832,2.0,2,0,2
greek alphabet,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-szsc,,SingleWord,1.2499348999020832,2.0,2,0,2
fabrication,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-dnis,,SingleWord,1.2499348999020832,2.0,2,0,2
exchange-basp bank,,MultiWord,1.2499348999020832,2.0,2,0,2
client account,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-mhbp,,SingleWord,1.2499348999020832,2.0,2,0,2
arrangementsmodule copyright,,MultiWord,1.2499348999020832,2.0,2,0,2
including electricity,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-mheu,,SingleWord,1.2499348999020832,2.0,2,0,2
basket option,,MultiWord,1.2499348999020832,2.0,3,1,1
mic-xhel,,SingleWord,1.2499348999020832,2.0,2,0,2
base date,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-mhel,,SingleWord,1.2499348999020832,2.0,2,0,2
agencystickyjumpz,,SingleWord,1.2499348999020832,2.0,2,0,2
legal position with regard,,MultiWord,1.2499348999020832,2.0,2,0,2
delivery point digit,,MultiWord,1.2499348999020832,2.0,2,0,2
bgcpartnersinc-us-de bgc partner,,MultiWord,1.2499348999020832,2.0,2,0,2
higher priority,,MultiWord,1.2499348999020832,2.0,1,1,1
hascityname http,,MultiWord,1.2499348999020832,2.0,2,0,2
riaghalta,,SingleWord,1.2499348999020832,2.0,1,1,1
changetosmallestnegotiableunit,,SingleWord,1.2499348999020832,2.0,2,0,2
higher interest rate on investment,,MultiWord,1.2499348999020832,2.0,1,1,1
mic-mhip,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-ftus,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-kbcb,,SingleWord,1.2499348999020832,2.0,2,0,2
identity card,,MultiWord,1.2499348999020832,2.0,2,1,1
mic-dnse,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xhkf,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-xhkg,,SingleWord,1.2499348999020832,2.0,2,0,2
court of justice of the eu,,MultiWord,1.2499348999020832,2.0,1,1,1
similar set,,MultiWord,1.2499348999020832,2.0,1,1,1
privity,,SingleWord,1.2499348999020832,2.0,1,1,1
governmentofmalaysia,,SingleWord,1.2499348999020832,2.0,2,0,2
priorversion,,SingleWord,1.2499348999020832,2.0,2,0,2
post office box,,MultiWord,1.2499348999020832,2.0,2,0,2
fundreinvestmentpolicy,,SingleWord,1.2499348999020832,2.0,2,0,2
functionalentity class,,MultiWord,1.2499348999020832,2.0,1,1,1
commonvotingrestrictedpartlypaidregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
assistance,,SingleWord,1.2499348999020832,2.0,1,1,1
funddataprovider,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-onse,,SingleWord,1.2499348999020832,2.0,2,0,2
diocese,,SingleWord,1.2499348999020832,2.0,1,1,1
maturity level,,MultiWord,1.2499348999020832,2.0,2,0,2
mic-xgmx,,SingleWord,1.2499348999020832,2.0,2,0,2
hmda-specific loan,,MultiWord,1.2499348999020832,2.0,2,0,2
hasrequestdatetime,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-vagm,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-vagl,,SingleWord,1.2499348999020832,2.0,2,0,2
unsponsored adr,,MultiWord,1.2499348999020832,2.0,5,0,2
mic-xgme,,SingleWord,1.2499348999020832,2.0,2,0,2
possible hand in a game,,MultiWord,1.2499348999020832,2.0,1,1,1
preferredenhancedvotingperpetualcumulativeparticipatingregisteredshare,,SingleWord,1.2499348999020832,2.0,2,0,2
exemplify,,SingleWord,1.2499348999020832,2.0,2,0,2
schedule period,,MultiWord,1.2499348999020832,2.0,2,1,1
hasmunicipaltrustee,,SingleWord,1.2499348999020832,2.0,2,0,2
jurisdictionofbarbados,,SingleWord,1.2499348999020832,2.0,2,0,2
market measure,,MultiWord,1.2499348999020832,2.0,3,0,2
east bank,,MultiWord,1.2499348999020832,2.0,1,1,1
pertinent detail,,MultiWord,1.2499348999020832,2.0,1,1,1
jurisdictionofvenezuela,,SingleWord,1.2499348999020832,2.0,2,0,2
governmentoftherepublicofaustria,,SingleWord,1.2499348999020832,2.0,2,0,2
mic-bgsi,,SingleWord,1.2499348999020832,2.0,2,0,2
