Term,Lang,Type,kyotoDomainRelevance,kyotoDomainRelevance.raw,termFrequency,hyponymCount,localDocFrequency
xetra,,SingleWord,96.0319388531845,312.0,24,12,24
cash flow,,MultiWord,95.83273109626391,308.0,31,10,28
sector,,SingleWord,95.83273109626391,308.0,29,10,28
premium,,SingleWord,95.7294887677959,306.0,67,5,51
credit event,,MultiWord,95.7294887677959,306.0,30,16,18
text,,SingleWord,95.7294887677959,306.0,35,8,34
other party,,MultiWord,95.62374581277389,304.0,47,7,38
loantypes,,SingleWord,95.51544452698748,302.0,302,0,302
dealer,,SingleWord,95.40452601799487,300.0,68,5,50
commission,,SingleWord,95.17459571646616,296.0,39,7,37
border,,SingleWord,95.05546004392487,294.0,15,20,14
loancontracts,,SingleWord,94.99482186436421,293.0,293,0,293
depository,,SingleWord,94.93345935462567,292.0,80,3,73
europeanentities,,SingleWord,94.80852856044062,290.0,290,0,290
utilities,,SingleWord,94.74494368205643,289.0,289,0,289
figure,,SingleWord,94.74494368205643,289.0,22,16,17
sheet,,SingleWord,94.6806012846268,288.0,34,11,24
sequence,,SingleWord,94.6806012846268,288.0,16,17,16
suffix,,SingleWord,94.6806012846268,288.0,49,5,48
prepayment,,SingleWord,94.6806012846268,288.0,58,7,36
degree,,SingleWord,94.5496098459568,286.0,22,12,22
peninsula,,SingleWord,94.13755384972873,280.0,21,13,20
legal entity,,MultiWord,94.13755384972873,280.0,88,3,70
practice,,SingleWord,94.13755384972873,280.0,20,13,20
offer,,SingleWord,94.13755384972873,280.0,47,6,40
ratederivatives,,SingleWord,94.06600123494368,279.0,306,0,279
community,,SingleWord,93.8462281285704,276.0,23,11,23
underwriting,,SingleWord,93.8462281285704,276.0,52,5,46
exchange rate,,MultiWord,93.77123389304431,275.0,27,10,25
effect,,SingleWord,93.61858310010047,273.0,44,6,39
bayernlb,,SingleWord,93.61858310010047,273.0,21,12,21
business day,,MultiWord,93.61858310010047,273.0,36,12,21
documentation,,SingleWord,93.54090706030989,272.0,34,7,34
owl,,SingleWord,93.46231745553119,271.0,293,0,271
stock exchange,,MultiWord,93.38280432225916,270.0,18,17,15
age,,SingleWord,92.88576214547277,264.0,25,11,22
debt security,,MultiWord,92.88576214547277,264.0,25,10,24
city,,SingleWord,92.88576214547277,264.0,45,5,44
prefix,,SingleWord,92.88576214547277,264.0,44,5,44
decision,,SingleWord,92.88576214547277,264.0,23,11,22
lei,,SingleWord,92.16685544064714,256.0,70,3,64
equityinstruments,,SingleWord,92.16685544064714,256.0,256,0,256
valuation,,SingleWord,92.16685544064714,256.0,33,7,32
cashflow,,SingleWord,91.78174435990701,252.0,45,5,42
step,,SingleWord,91.78174435990701,252.0,45,5,42
scale,,SingleWord,91.78174435990701,252.0,44,5,42
representative,,SingleWord,91.06382594546996,245.0,35,6,35
hour,,SingleWord,90.73817003029994,242.0,29,10,22
financialdates,,SingleWord,90.62713022309833,241.0,241,0,241
failure,,SingleWord,90.51482536448667,240.0,33,9,24
enterprise,,SingleWord,90.51482536448667,240.0,37,7,30
core,,SingleWord,90.51482536448667,240.0,126,1,120
headquarters address,,MultiWord,90.51482536448667,240.0,30,7,30
revenue,,SingleWord,90.51482536448667,240.0,34,7,30
justice,,SingleWord,90.51482536448667,240.0,25,9,24
reduction,,SingleWord,90.51482536448667,240.0,21,11,20
icap,,SingleWord,90.51482536448667,240.0,48,4,48
entity identifier,,MultiWord,90.51482536448667,240.0,24,9,24
addresses,,SingleWord,90.28636912994877,238.0,238,0,238
profit,,SingleWord,89.93387348050463,235.0,48,4,47
calendar,,SingleWord,89.56928738431647,232.0,83,3,58
financialservicesentities,,SingleWord,89.44500936180442,231.0,231,0,231
reset,,SingleWord,89.31933404003513,230.0,50,4,46
counterparty,,SingleWord,89.06373655681183,228.0,46,5,38
floor,,SingleWord,88.53516482022626,224.0,40,6,32
transactionsext,,SingleWord,88.12308660902175,221.0,222,0,221
other type,,MultiWord,88.12308660902175,221.0,17,12,17
customer,,SingleWord,87.98266996519848,220.0,50,4,44
businessregistries,,SingleWord,87.55204467505895,217.0,217,0,217
president,,SingleWord,87.55204467505895,217.0,33,6,31
subscription,,SingleWord,87.4053287886007,216.0,39,5,36
arca,,SingleWord,87.4053287886007,216.0,36,5,36
sense,,SingleWord,87.4053287886007,216.0,27,7,27
agreements,,SingleWord,87.25700114960692,215.0,262,0,215
usfinancialservicesentitiesindividuals,,SingleWord,86.95545083942116,213.0,213,0,213
debtpricingyields,,SingleWord,86.80219810175625,212.0,212,0,212
analytics,,SingleWord,86.80219810175625,212.0,212,0,212
length,,SingleWord,86.49066177207419,210.0,40,5,35
service provider,,MultiWord,86.49066177207419,210.0,43,4,42
jpmorgan chase,,MultiWord,86.49066177207419,210.0,14,14,14
combination,,SingleWord,86.49066177207419,210.0,23,9,21
increase,,SingleWord,86.33234770126363,209.0,20,10,19
administration,,SingleWord,86.17231593133066,208.0,26,7,26
move,,SingleWord,86.17231593133066,208.0,27,7,26
options,,SingleWord,86.01055106135654,207.0,207,0,207
ub,,SingleWord,85.68176011108952,205.0,44,4,41
discount,,SingleWord,85.51470292769645,204.0,38,5,34
request,,SingleWord,85.34585044170544,203.0,32,6,29
scope,,SingleWord,85.34585044170544,203.0,29,6,29
letter,,SingleWord,84.82836399575132,200.0,20,9,20
head,,SingleWord,84.82836399575132,200.0,63,4,40
officer,,SingleWord,84.4741074887023,198.0,28,8,22
participation,,SingleWord,84.4741074887023,198.0,35,8,22
af,,SingleWord,84.4741074887023,198.0,18,10,18
phase,,SingleWord,84.4741074887023,198.0,22,10,18
variant,,SingleWord,84.4741074887023,198.0,18,10,18
citigroup inc,,MultiWord,84.11229016320432,196.0,14,13,14
financialproductsandservices,,SingleWord,84.11229016320432,196.0,196,0,196
alphabet inc,,MultiWord,84.11229016320432,196.0,14,13,14
apple inc,,MultiWord,83.92850623555859,195.0,15,12,15
europeanfinancialservicesentitiesindividuals,,SingleWord,83.55510760439996,193.0,193,0,193
instance,,SingleWord,83.36546070121554,192.0,31,7,24
supervision,,SingleWord,83.36546070121554,192.0,24,7,24
closing,,SingleWord,83.36546070121554,192.0,54,3,48
dependency,,SingleWord,83.36546070121554,192.0,16,11,16
agentsandpeople,,SingleWord,83.36546070121554,192.0,210,0,192
adjustment,,SingleWord,82.98019099859594,190.0,38,4,38
production,,SingleWord,82.98019099859594,190.0,42,4,38
liquidnet,,SingleWord,82.78453583338164,189.0,27,6,27
república,,SingleWord,82.78453583338164,189.0,21,8,21
clientsandaccounts,,SingleWord,82.58684551194573,188.0,188,0,188
techprocess,,SingleWord,82.58684551194573,188.0,192,0,188
usmarketsandexchangesindividuals,,SingleWord,82.38710380110493,187.0,187,0,187
creditderivatives,,SingleWord,82.38710380110493,187.0,187,0,187
box,,SingleWord,82.18529445288736,186.0,37,5,31
consideration,,SingleWord,81.77540779702876,184.0,25,7,23
legal entity identifier,,MultiWord,81.77540779702876,184.0,23,7,23
quotation,,SingleWord,81.77540779702876,184.0,27,7,23
priority,,SingleWord,81.77540779702876,184.0,23,7,23
gleif,,SingleWord,81.56729794757067,183.0,183,0,183
sec,,SingleWord,81.35705538363527,182.0,194,0,182
fundamental concept,,MultiWord,81.35705538363527,182.0,13,13,13
tool,,SingleWord,80.93010702017811,180.0,30,5,30
evidence,,SingleWord,80.93010702017811,180.0,18,9,18
secretary,,SingleWord,80.93010702017811,180.0,20,8,20
banca,,SingleWord,80.93010702017811,180.0,45,3,45
language,,SingleWord,80.93010702017811,180.0,22,8,20
acceptance,,SingleWord,80.93010702017811,180.0,36,5,30
access,,SingleWord,80.93010702017811,180.0,37,4,36
banker,,SingleWord,80.93010702017811,180.0,36,5,30
route,,SingleWord,80.04990217606296,176.0,26,7,22
delaware department,,MultiWord,80.04990217606296,176.0,11,15,11
committee,,SingleWord,80.04990217606296,176.0,19,10,16
strip,,SingleWord,80.04990217606296,176.0,31,7,22
treasury,,SingleWord,80.04990217606296,176.0,96,1,88
future contract,,MultiWord,80.04990217606296,176.0,22,10,16
metal,,SingleWord,79.82427545398872,175.0,39,4,35
cfus code,,MultiWord,79.82427545398872,175.0,7,24,7
determination,,SingleWord,79.82427545398872,175.0,38,4,35
ab,,SingleWord,79.82427545398872,175.0,37,6,25
mb,,SingleWord,79.5963861621739,174.0,77,2,58
creditdefaultswaps,,SingleWord,79.13375537619973,172.0,172,0,172
zone,,SingleWord,78.89898172810929,171.0,23,8,19
amortization,,SingleWord,78.66188121086975,170.0,37,4,34
influence,,SingleWord,78.66188121086975,170.0,19,9,17
bgcantor,,SingleWord,78.66188121086975,170.0,146,1,85
promise,,SingleWord,78.42243785931086,169.0,17,12,13
economy,,SingleWord,78.18063576087741,168.0,28,5,28
session,,SingleWord,78.18063576087741,168.0,25,6,24
common shareholder,,MultiWord,78.18063576087741,168.0,56,2,56
financial institution,,MultiWord,78.18063576087741,168.0,25,6,24
view,,SingleWord,78.18063576087741,168.0,26,7,21
bny mellon,,MultiWord,77.44091874342136,165.0,11,14,11
pepin,,SingleWord,77.44091874342136,165.0,15,10,15
history,,SingleWord,77.44091874342136,165.0,16,10,15
trustee,,SingleWord,77.18952374404182,164.0,50,3,41
utility,,SingleWord,77.18952374404182,164.0,82,1,82
guarantee,,SingleWord,76.67940616777211,162.0,27,5,27
meaning,,SingleWord,76.67940616777211,162.0,18,8,18
filing,,SingleWord,76.67940616777211,162.0,18,8,18
beneficiary,,SingleWord,76.67940616777211,162.0,29,5,27
duty,,SingleWord,76.42065267859617,161.0,24,6,23
semantics,,SingleWord,76.42065267859617,161.0,23,6,23
central bank,,MultiWord,76.15941559557646,160.0,18,9,16
latinamericanjurisdiction,,SingleWord,76.15941559557646,160.0,160,0,160
page,,SingleWord,76.15941559557646,160.0,35,4,32
underlying asset,,MultiWord,76.15941559557646,160.0,35,4,32
notion,,SingleWord,76.15941559557646,160.0,17,9,16
import,,SingleWord,76.15941559557646,160.0,32,4,32
mortgageloans,,SingleWord,76.15941559557646,160.0,160,0,160
style,,SingleWord,76.15941559557646,160.0,54,4,32
boerse,,SingleWord,75.89567969285609,159.0,159,0,159
derivativesmasteragreements,,SingleWord,75.36065103771708,157.0,157,0,157
relations,,SingleWord,75.36065103771708,157.0,298,0,157
mortgagebackedsecurities,,SingleWord,75.36065103771708,157.0,157,0,157
debtinstruments,,SingleWord,75.08932836251671,156.0,156,0,156
municipality,,SingleWord,75.08932836251671,156.0,49,3,39
stake,,SingleWord,75.08932836251671,156.0,13,11,13
actor,,SingleWord,75.08932836251671,156.0,33,5,26
capability,,SingleWord,74.53899238492565,154.0,15,10,14
finra,,SingleWord,74.53899238492565,154.0,23,6,22
lending,,SingleWord,74.53899238492565,154.0,22,6,22
well fargo,,MultiWord,74.53899238492565,154.0,14,10,14
lmax,,SingleWord,74.25994988321021,153.0,19,8,17
impact,,SingleWord,73.97830512740042,152.0,19,7,19
issue resolution,,MultiWord,73.97830512740042,152.0,76,1,76
southerneuropegovernmententitiesandjurisdictions,,SingleWord,73.6940438576201,151.0,151,0,151
marketindices,,SingleWord,73.6940438576201,151.0,151,0,151
pricing,,SingleWord,73.40715196043412,150.0,28,5,25
duesseldorf,,SingleWord,73.40715196043412,150.0,26,5,25
specificationmetadata,,SingleWord,73.11761547481468,149.0,149,0,149
functionalentity,,SingleWord,73.11761547481468,149.0,161,0,149
the,,SingleWord,72.53055369251375,147.0,55,2,49
lot,,SingleWord,72.53055369251375,147.0,30,6,21
base,,SingleWord,72.53055369251375,147.0,61,2,49
dwelling,,SingleWord,72.53055369251375,147.0,22,6,21
title,,SingleWord,72.53055369251375,147.0,23,6,21
saving,,SingleWord,71.93275010198334,145.0,39,4,29
other,,SingleWord,71.62978701990245,144.0,37,3,36
quality,,SingleWord,71.62978701990245,144.0,27,5,24
settlement date,,MultiWord,71.62978701990245,144.0,13,11,12
legislation,,SingleWord,71.32409912706935,143.0,11,12,11
westernasiagovernmententitiesandjurisdictions,,SingleWord,70.70449822765322,141.0,141,0,141
federal reserve,,MultiWord,70.70449822765322,141.0,47,2,47
advance,,SingleWord,70.70449822765322,141.0,47,2,47
rbc,,SingleWord,70.39056039366211,140.0,28,4,28
dispersion,,SingleWord,70.39056039366211,140.0,24,6,20
registrar,,SingleWord,70.39056039366211,140.0,36,3,35
kingdom,,SingleWord,70.39056039366211,140.0,14,9,14
mean,,SingleWord,70.39056039366211,140.0,30,6,20
ocean,,SingleWord,69.75434949818518,138.0,23,5,23
franc,,SingleWord,69.75434949818518,138.0,46,2,46
denomination,,SingleWord,69.75434949818518,138.0,30,5,23
household,,SingleWord,69.10694698329306,136.0,31,7,17
establishment,,SingleWord,69.10694698329306,136.0,29,7,17
market rate,,MultiWord,69.10694698329306,136.0,21,7,17
mt,,SingleWord,69.10694698329306,136.0,34,3,34
alphabet,,SingleWord,68.77902051090852,135.0,45,2,45
democracy,,SingleWord,68.77902051090852,135.0,27,4,27
estimate,,SingleWord,68.77902051090852,135.0,16,8,15
plan,,SingleWord,68.77902051090852,135.0,16,8,15
holiday,,SingleWord,68.77902051090852,135.0,15,8,15
market value,,MultiWord,68.77902051090852,135.0,16,8,15
berenberg,,SingleWord,68.77902051090852,135.0,15,8,15
swaps,,SingleWord,68.77902051090852,135.0,135,0,135
european,,SingleWord,68.448262596206,134.0,149,0,134
bid,,SingleWord,67.77821008468294,132.0,37,3,33
start,,SingleWord,67.77821008468294,132.0,39,3,33
appeal,,SingleWord,67.77821008468294,132.0,37,3,33
manner,,SingleWord,67.77821008468294,132.0,23,5,22
declaration,,SingleWord,67.77821008468294,132.0,11,11,11
inflation,,SingleWord,67.77821008468294,132.0,43,3,33
depot,,SingleWord,67.77821008468294,132.0,33,3,33
technology,,SingleWord,67.77821008468294,132.0,26,5,22
pdf,,SingleWord,67.09670742068738,130.0,67,1,65
bourse,,SingleWord,67.09670742068738,130.0,26,4,26
match,,SingleWord,67.09670742068738,130.0,26,4,26
instrumentpricing,,SingleWord,66.75163785847151,129.0,129,0,129
cdos,,SingleWord,66.75163785847151,129.0,129,0,129
measurement,,SingleWord,66.40367702678489,128.0,36,3,32
leientities,,SingleWord,66.05281596138957,127.0,127,0,127
creditor,,SingleWord,65.69904600491982,126.0,21,6,18
pinnacle bank,,MultiWord,65.69904600491982,126.0,21,5,21
content,,SingleWord,65.69904600491982,126.0,46,2,42
character,,SingleWord,65.34235881413468,125.0,28,4,25
sme,,SingleWord,64.98274636719204,124.0,32,3,31
quantities,,SingleWord,64.98274636719204,124.0,124,0,124
muniissuance,,SingleWord,64.62020097094114,123.0,124,0,123
nordea,,SingleWord,64.62020097094114,123.0,41,2,41
different kind,,MultiWord,63.88628224522319,121.0,12,10,11
venue,,SingleWord,63.51489523872873,120.0,31,3,30
overall jurisdiction for the canadian province,,MultiWord,63.51489523872873,120.0,10,11,10
government bond,,MultiWord,63.51489523872873,120.0,30,3,30
annotation,,SingleWord,63.51489523872873,120.0,20,7,15
client,,SingleWord,63.51489523872873,120.0,32,3,30
week,,SingleWord,63.51489523872873,120.0,26,4,24
fibim,,SingleWord,63.51489523872873,120.0,21,5,20
ability,,SingleWord,63.51489523872873,120.0,24,4,24
circumstance,,SingleWord,63.51489523872873,120.0,30,3,30
publication,,SingleWord,63.51489523872873,120.0,31,3,30
sample,,SingleWord,63.51489523872873,120.0,29,4,24
paper,,SingleWord,63.51489523872873,120.0,18,7,15
memorandum,,SingleWord,63.51489523872873,120.0,15,7,15
cfus,,SingleWord,63.14054794352661,119.0,119,0,119
unidad,,SingleWord,63.14054794352661,119.0,17,6,17
clearcorp,,SingleWord,62.38294909995168,117.0,13,8,13
privatelabelmbsissuance,,SingleWord,61.99968679693741,116.0,117,0,116
cardaccounts,,SingleWord,61.99968679693741,116.0,116,0,116
interbank,,SingleWord,61.99968679693741,116.0,30,3,29
disclosure,,SingleWord,61.99968679693741,116.0,39,3,29
someone,,SingleWord,61.99968679693741,116.0,33,3,29
gold,,SingleWord,61.61344271055265,115.0,26,4,23
construction,,SingleWord,61.61344271055265,115.0,34,4,23
organizations,,SingleWord,61.61344271055265,115.0,144,0,115
america,,SingleWord,61.61344271055265,115.0,23,4,23
uspostalserviceaddresses,,SingleWord,61.22421243522804,114.0,114,0,114
capital distribution,,MultiWord,61.22421243522804,114.0,58,1,57
spv,,SingleWord,61.22421243522804,114.0,27,5,19
constitution,,SingleWord,61.22421243522804,114.0,26,5,19
notional amount,,MultiWord,61.22421243522804,114.0,22,5,19
loancore,,SingleWord,60.831991967193176,113.0,114,0,113
termsheet,,SingleWord,60.43677771171634,112.0,17,7,14
volume,,SingleWord,60.43677771171634,112.0,17,7,14
ftf,,SingleWord,60.43677771171634,112.0,61,1,56
fluctuation,,SingleWord,60.43677771171634,112.0,12,13,8
check,,SingleWord,60.43677771171634,112.0,19,6,16
legalcapacity,,SingleWord,60.43677771171634,112.0,125,0,112
principle,,SingleWord,60.43677771171634,112.0,16,6,16
bl,,SingleWord,60.43677771171634,112.0,14,7,14
common shareholder in further dividend,,MultiWord,60.43677771171634,112.0,56,1,56
commoditiesderivatives,,SingleWord,60.03856649031387,111.0,111,0,111
currencyamount,,SingleWord,60.03856649031387,111.0,121,0,111
multiple vote,,MultiWord,59.637355547924244,110.0,55,1,55
family,,SingleWord,59.637355547924244,110.0,79,1,55
northerneuropegovernmententitiesandjurisdictions,,SingleWord,59.637355547924244,110.0,110,0,110
caribbeangovernmententitiesandjurisdictions,,SingleWord,59.233142560042616,109.0,109,0,109
trader,,SingleWord,58.82592563981055,108.0,29,3,27
irswaps,,SingleWord,58.82592563981055,108.0,108,0,108
quantitiesandunits,,SingleWord,58.82592563981055,108.0,108,0,108
face value,,MultiWord,58.82592563981055,108.0,18,5,18
matter,,SingleWord,58.82592563981055,108.0,18,5,18
japannext,,SingleWord,58.82592563981055,108.0,12,8,12
well,,SingleWord,58.4157033450561,107.0,107,0,107
loanapplications,,SingleWord,58.4157033450561,107.0,107,0,107
labor,,SingleWord,58.0024746852795,106.0,58,1,53
easterneuropegovernmententitiesandjurisdictions,,SingleWord,58.0024746852795,106.0,106,0,106
modeling,,SingleWord,57.58623912857894,105.0,16,6,15
announcement,,SingleWord,57.58623912857894,105.0,27,4,21
coverage,,SingleWord,57.58623912857894,105.0,18,6,15
reference rate,,MultiWord,57.58623912857894,105.0,17,6,15
securitiesidentificationindividuals,,SingleWord,57.166996608511724,104.0,104,0,104
high court,,MultiWord,57.166996608511724,104.0,8,12,8
designator,,SingleWord,57.166996608511724,104.0,13,7,13
mechanism,,SingleWord,57.166996608511724,104.0,16,7,13
precedent,,SingleWord,57.166996608511724,104.0,21,7,13
swapmarker,,SingleWord,57.166996608511724,104.0,32,3,26
affair,,SingleWord,57.166996608511724,104.0,14,7,13
northamericanindicators,,SingleWord,56.74474753088534,103.0,103,0,103
delaware,,SingleWord,56.3194927804731,102.0,104,0,102
debtanalytics,,SingleWord,56.3194927804731,102.0,102,0,102
segment,,SingleWord,56.3194927804731,102.0,17,5,17
integration,,SingleWord,55.45997223493821,100.0,10,9,10
coast,,SingleWord,55.45997223493821,100.0,10,9,10
child,,SingleWord,55.45997223493821,100.0,23,4,20
cagovernmententitiesandjurisdictions,,SingleWord,55.45997223493821,100.0,100,0,100
calendar month,,MultiWord,55.45997223493821,100.0,28,3,25
payment date,,MultiWord,55.45997223493821,100.0,10,9,10
subdivision,,SingleWord,55.45997223493821,100.0,22,4,20
classification scheme,,MultiWord,55.02571066347131,99.0,12,8,11
securitybasedderivatives,,SingleWord,55.02571066347131,99.0,120,0,99
term origin,,MultiWord,55.02571066347131,99.0,33,2,33
southamericangovernmententitiesandjurisdictions,,SingleWord,54.58845187934771,98.0,98,0,98
project,,SingleWord,54.58845187934771,98.0,19,6,14
speed,,SingleWord,54.58845187934771,98.0,17,6,14
existence,,SingleWord,54.58845187934771,98.0,15,6,14
variety,,SingleWord,54.58845187934771,98.0,14,6,14
wide range,,MultiWord,53.70495669980351,96.0,12,7,12
society,,SingleWord,53.70495669980351,96.0,17,5,16
lch-icap-bloomberg,,SingleWord,53.70495669980351,96.0,48,1,48
grade,,SingleWord,53.70495669980351,96.0,22,5,16
legal person,,MultiWord,53.70495669980351,96.0,36,2,32
extent,,SingleWord,53.70495669980351,96.0,28,3,24
other kind,,MultiWord,53.70495669980351,96.0,8,11,8
lch-icap,,SingleWord,53.70495669980351,96.0,48,1,48
desk,,SingleWord,53.25872861719194,95.0,25,4,19
derivativesbasics,,SingleWord,53.25872861719194,95.0,95,0,95
score,,SingleWord,53.25872861719194,95.0,23,4,19
productivity,,SingleWord,53.25872861719194,95.0,24,4,19
